name,singer,lyrics
Les vendanges de l'amour,Marie Laforêt,"Nous les referons ensemble, nous les referons ensemble\nDemain les vendanges de l'amour\nCar la vie toujours rassemble, oui la vie toujours rassemble\nMalgré tout, ceux qui se quittent un jour\nEt le soleil du bel âge brillera après l'orage\nUn beau matin pour sécher nos pleurs\nEt ta main comme une chaîne viendra se fondre à la mienne\nEnfin pour le pire et le meilleur\n\nNous les referons ensemble, nous les referons ensemble\nDemain les vendanges de l'amour\nCar je sais que tu ressembles, oui je sais que tu ressembles\nComme deux gouttes d'eau à l'amour\nMa comparaison peut-être, sur tes lèvres fera naître\nUn sourire en guise de discours\nMais pourtant j'en suis certaine, ce soir autant que je t'aime\nOui ce soir tu ressembles à l'amour\n\nNous les referons ensemble, nous les referons ensemble\nDemain les vendanges de l'amour\nCar la vie toujours rassemble, oui la vie toujours rassemble\nMalgré tout, ceux qui se quittent un jour\nEt le soleil du bel âge brillera après l'orage\nUn beau matin pour sécher nos pleurs\nEt ta main comme une chaîne viendra se fondre à la mienne\nEnfin pour le pire et le meilleur"
Les vieux mariés,Michel Sardou,On vient de marier le dernier\nTous nos enfants sont désormais\nHeureux sans nous\nCe soir il me vient une idée\nSi l'on pensait un peu à nous\nUn peu à nous\n\nOn s'est toujours beaucoup aimés\nMais sans un jour pour vraiment \nS'occuper de nous\nAlors il me vient une idée\nSi l'on partait comme deux vieux fous\nComme deux vieux fous\n\nOn habiterait à l'hôtel\nOn prendrait le café au lit\nOn choisirait un p'tit hôtel\nDans un joli coin du Midi\nCe soir il me vient des idées   (x 2)\n\nOn a toujours bien travaillé\nOn a souvent eu peur de n'pas y arriver\nMaintenant qu'on est tous les deux\nSi l'on pensait à être heureux\nÀ être heureux\n\nTu m'as donné de beaux enfants\nTu as le droit de te reposer maintenant\nAlors il me vient une idée\nComme eux j'aimerais voyager\nHum voyager\n\nMais on irait beaucoup moins loin\nOn n'partirait que quelques jours\nEt si tu me tiens bien la main\nJe te reparlerai d'amour\nCe soir il me vient des idées   (x 2)\n\nNous revivrons nos jours heureux\nEt jusqu'au bout moi je ne verrai plus que toi\nLe temps qui nous a rendus vieux \nN'a pas changé mon cœur pour ça\nMon cœur pour ça
Les villes de solitude,Michel Sardou,Dans les villes de grande solitude\nMoi le passant bien protégé\nPar deux mille ans de servitude\nEt quelques clous sur la chaussée\n\nDans les villes de grande solitude\nDe nouvel an en nouveau-nés\nQuand j'ai bu plus que d'habitude\nMe vient la faim d'un carnassier\n<br />\nL'envie d'éclater une banque\nDe me crucifier le caissier\nD'emporter tout l'or qui me manque\nEt de disparaître en fumée\n\nMais dans les villes de grande solitude\nTous les héros se sont pollués\nAux cheminées du crépuscule\nEt leurs torrents se sont calmés\n\nAlors je fonce comme une bête\nSur le premier sens interdit\nAucun feu rouge ne m'arrête\nJe me sens bien dans ma folie\n\nJ'ai envie de violer des femmes\nDe les forcer à m'admirer\nEnvie de boire toutes leurs larmes\nEt de disparaître en fumée\n\nMais dans les villes de grande solitude\nQuand l'alcool s'est évaporé\nJe replonge dans la multitude\nQui défile au pas cadencé\n\nJ'ai peur d'avoir brisé des vitres\nD'avoir réveillé les voisins\nMais je suis rassuré très vite\nC'est vrai que je ne casse rien\n\n[mini Instrumental]\nC'est vrai que je ne casse rien   (x2)\nDans les villes de grande solitude   (x2)\n\nC'est vrai\nC'est vrai que je ne casse rien\nDans les villes\nDans les villes de grande solitude\n\nC'est vrai que je ne casse rien\nC'est vrai\nC'est vrai que je ne casse rien\n\nDans les villes\nDans les villes de grande solitude\nDans les villes de grande solitude
Les voisines,Renan Luce,J'ai toujours préféré\nAux voisins les voisines\nDont les ombres chinoises\nOndulent sur les volets\nJe me suis inventé\nUn amour pantomime\nOù glissent en or et noir\nTes bas sur tes mollets\n\nDe ma fenêtre en face\nJ'caresse le plexiglas\nJ'maudis les techniciens\nDont les stores vénitiens\nDécoupent en tranches\nLa moindre pervenche\nDéshabillée\n\n(x 2) \nJ'ai toujours préféré\nAux voisins les voisines\n\nJ'ai toujours préféré\nAux voisins les voisines\nQui sèchent leurs dentelles\nAu vent sur les balcons\nC'est un peu toi qui danses\nQuand danse la mousseline\nInvitée au grand bal\nDe tes slips en coton\n\nDe ma fenêtre en face\nJ'caresse le plexiglas\nJe maudis les méninges\nInventeurs du sèche-linge\nPlus de lèche-vitrines\nÀ ces cache-poitrine\nQue tu séchais\n\n(x 2)\nJ'ai toujours préféré\nAux voisins les voisines\n\nJ'ai toujours préféré\nAux voisins les voisines\nQui vident leurs armoires\nEn quête d'une décision\nDans une heure environ\nTu choisiras le jean\nTu l'enfileras bien sûr\nDans mon champ de vision\n\nDe ma fenêtre en face\nJ'caresse le plexiglas\nConcurrence déloyale\nDe ton chauffage central\nUne buée dense\nInterrompt ma transe\n\nPuis des épais rideaux\nEt c'est la goutte d'eau\nUn ravalement de façade\nMe cache ta palissade\nUne maison de retraite\nConstruite devant ma fenêtre\nSur un fil par centaines\nSèchent d'immenses gaines \n\n(x 6)\nJ'ai toujours préféré \nAux voisins les voisines
Les volets clos,Nicoletta,"Fermons la fenêtre et laissons les volets clos\nÀ quoi bon se lever ?\nCe matin n'ouvrons pas les rideaux\nEt restons couchés bien enlacés\n\nFermons la fenêtre et laissons les volets clos\nTant pis pour le patron\nMes yeux dans tes yeux si bleus si beaux\nPassons la journée à la maison\n\nPourquoi donc faut-il s'éveiller ?\nA quoi bon aller travailler\nAvec toi je veux oublier\nDans la rue il fait jour\nUne nuit c'est trop court\n\nFermons la fenêtre et laissons les volets clos\nJe ne veux qu'un soleil\nLe soleil qui peut vivre dans l'eau\nDans l'eau de tes yeux quand tu t'éveilles\n\nFermons la fenêtre et laissons les volets clos\nMoi je veux t'enlacer\nEt sentir ta peau contre ma peau\nEt ne plus penser qu'à t'embrasser\n\nDans les rues tout est triste et gris\nDans mon lit toi tu me souris\nJe dis non à la foule, aux cris\nJe ne veux mon amour\nNe rien faire d'autre que l'amour\n\nFermons la fenêtre et laissons les volets clos\nEt sur ton oreiller,\nBlottie contre toi si doux si chaud\nMon amour je veux tout oublier\nLa la la la la....."
Les voyages en train,Grand Corps Malade,"J'crois qu'les histoires d'amour, c'est comme les voyages en train\nEt quand j'vois tous ces voyageurs, parfois, j'aimerais en être un\nPourquoi tu crois qu'tant d'gens attendent sur le quai d'la gare\nPourquoi tu crois qu'on flippe autant d'arriver en retard\n\nLes trains démarrent souvent au moment où on s'y attend le moins\nEt l'histoire d'amour t'emporte sous l'œil impuissant des témoins\nLes témoins c'est tes potes, qui t'disent au revoir sur le quai\nEt regardent le train s'éloigner avec un sourire inquiet\n\nToi aussi, tu leur fais signe, et t'imagines leurs commentaires\nCertains pensent que tu t'plantes et qu't'as pas les pieds sur terre\nChacun y va d'son pronostic sur la durée du voyage\nPour la plupart, le train va dérailler dès l'premier orage\n\nLe grand amour change forcément ton comportement\nDès l'premier jour, faut bien choisir ton compartiment\nSiège couloir ou contre la vitre, il faut trouver la bonne place\nTu choisis quoi, une love story d'première ou d'seconde classe\n\nDans les premiers kilomètres, tu n'as d'yeux qu'pour son visage\nTu calcules pas derrière la fenêtre le défilé des paysages\nTu t'sens vivant, tu t'sens léger, et tu n'vois pas passer l'heure\nT'es tellement bien qu't'as presque envie d'embrasser le contrôleur\n\nMais la magie ne dure qu'un temps, et ton histoire bat d'l'aile\nToi tu dis qu'tu n'y es pour rien et qu'c'est sa faute à elle\nLe ronronnement du train te saoule et chaque virage t'écœure\nFaut qu'tu t'lèves, que tu marches, tu vas t'dégourdir le cœur\n\nEt le train ralentit, c'est déjà la fin d'ton histoire\nEn plus t'es comme un con, tes potes sont restés à l'autre gare\nTu dis au revoir à celle que t'appelleras désormais ton ex\nDans son agenda, sur ton nom, elle va passer un coup d'Tipp-ex\n\nC'est vrai qu'les histoires d'amour, c'est comme les voyages en train\nEt quand j'vois tous ces voyageurs, parfois, j'aimerais en être un\nPourquoi tu crois qu'tant d'gens attendent sur le quai d'la gare\nPourquoi tu crois qu'on flippe autant d'arriver en retard\n\nPour beaucoup, la vie s'résume à essayer d'monter dans l'train\nÀ connaître ce qu'est l'amour et s'découvrir plein d'entrain\nPour beaucoup, l'objectif est d'arriver à la bonne heure\nPour réussir son voyage et avoir accès au bonheur\n\nIl est facile de prendre un train, encore faut-il prendre le bon\nMoi j'suis monté dans deux-trois rames, mais c'était pas l'bon wagon\nCar les trains sont capricieux et certains sont inaccessibles\nEt je n'crois pas tout l'temps qu'avec la SNCF c'est possible\n\nIl y a ceux pour qui les trains sont toujours en grève\nEt leurs histoires d'amour n'existent que dans leurs rêves\nEt y a ceux qui foncent dans l'premier train sans faire attention\nEt forcément ils descendront déçus à la prochaine station\n\nY a celles qui flippent de s'engager parce qu'elles sont trop émotives\nPour elles, c'est trop risqué d's'accrocher à la locomotive\nEt y a les aventuriers qu'enchaînent voyage sur voyage\nDès qu'une histoire est terminée, ils attaquent une autre page\n\nMoi après mon seul vrai voyage, j'ai souffert pendant des mois\nOn s'est quittés d'un commun accord, mais elle était plus d'accord que moi\nDepuis j'traîne sur le quai, j'regarde les trains au départ\nY a des portes qui s'ouvrent, mais dans une gare j'me sens à part\n\nIl paraît qu'les voyages en train finissent mal en général\nSi pour toi c'est l'cas, accroche-toi et garde le moral\nCar une chose est certaine, y aura toujours un terminus\nMaintenant tu es prévenu, la prochaine fois tu prendras l'bus"
Les yeux de la mama,Kendji Girac,Quand j'ai froid elle se fait lumière\nComme un soleil dans l'existence\nQuand j'ai mal elle se fait prière\nElle me dit tout dans un silence\n\nQuand je souffre elle souffre avec moi\nQuand je ris elle rit aux éclats\nMes chansons sont souvent pour elle\nElle sera toujours ma merveille\n\nQuand je n'suis pas à la hauteur\nElle m'élève plus haut que le ciel\nElle est la splendeur des splendeurs\nElle est la sève elle est le miel\n\nC'est son sang qui coule dans mes veines\nEt des souvenirs par centaines\nBercent mon cœur de mille étoiles\nElle est ma quête elle est mon Graal \n\n(Oh) mon Dieu laissez-les-moi\nLes beaux yeux de la mama\nEnlevez-moi même tout le reste\nMais pas la douceur de ses gestes\nElle m'a porté avant le monde\nElle me porte encore chaque seconde\nElle m'emportera avec elle\nJe lui serai toujours fidèle\n\nQuand je me blesse elle est douceur\nComme une caresse dans l'existence\nQuand j'abandonne elle devient lionne\nEt me relève avec patience\n\nQuand j'ai la folie des grandeurs\nElle me ramène sans me faire mal\nElle est dans ce monde infernal\nMon étoile parmi les étoiles \n\n(Oh) mon Dieu laissez-les-moi\nLes beaux yeux de la mama\nEnlevez-moi-même tout le reste\nMais pas la douceur de ses gestes\nElle m'a porté avant le monde\nElle me porte encore chaque seconde\nElle m'emportera avec elle\nJe lui serai toujours fidèle \n\n[Instrumental]\n\n(x2)\n(Oh) mon Dieu laissez-les-moi\nLes beaux yeux de la mama\nEnlevez-moi-même tout le reste\nMais pas la douceur de ses gestes\nElle m'a porté avant le monde\nElle me porte encore chaque seconde\nElle m'emportera avec elle\nJe lui serai toujours fidèle
Les yeux ouverts,Enzo Enzo,"Ce souvenir je te l'rends\nDes souvenirs tu sais\nJ'en ai tellement\nPuisqu'on repart toujours à zéro\nPas la peine de s'charger trop \n\nCe souvenir je te l'prends\nDes souvenirs comme ça\nJ'en veux tout le temps\nSi par erreur la vie nous sépare\nJe l'sortirais d'mon tiroir \n\nJ'rêve les yeux ouverts\nÇa m'fait du bien\nÇa n'va pas plus loin\nJ'veux pas voir derrière\nPuisque j'en viens\nVivement demain \n\nMon bonheur te ressemble\nTous les deux vous allez \nSi bien ensemble\nJ'te l'dirais jamais, jamais assez\nTout ce que tu fais\nM'fait d'l'effet\n\n[ instrumental ]\n\nJ'rêve les yeux ouverts\nÇa m'fait du bien\nÇa n'va pas plus loin\nJ'veux pas voir derrière\nPuisque j'en viens\nVivement demain\nOh oui demain \n\nUn dernier verre de cherry\nDe chéri mon amour \nComme je m'ennuie\nTous les jours se ressemblent à présent\nTu me manques terriblement"
Les élucubrations d'Antoine,Antoine,"Oh yeah\nMa mère m'a dit Antoine fais-toi couper les ch'veux\nJe lui ai dit ma mère, dans vingt ans si tu veux\nJe ne les garde pas pour me faire remarquer\nNi parce que j'trouve ça beau mais parce que ça me plaît \n\nOh yeah\nL'aut' jour j'écoute la radio en me réveillant\nC'était Yvette Horner qui jouait d'l'accordéon\nTon accordéon me fatigue Yvette\nSi tu jouais plutôt de la clarinette \n\nOh yeah\nMon meilleur ami, si vous le connaissiez\nVous ne pourriez plus vous en séparer\nL'autre jour il n'était pas très malin\nIl a pris un laxatif au lieu de prendre le train\n\nOh yeah\nAvec mon petit cousin qui a dix ans\nOn regardait gros nounours à la télévision\nÀ nounours il a dit bonne nuit mon bonhomme\nIl est parti danser le jerk au Palladium \n\nOh yeah\nLe juge a dit à Jules vous avez tué\nOui j'ai tué ma femme pourtant je l'aimais\nLe juge a dit à Jules vous aurez vingt ans\nJules a dit quand on aime on a toujours vingt ans\n\nOh yeah\nTout devrait changer tout l'temps\nLe monde serait bien plus amusant\nOn verrait des avions dans les couloirs du métro\nEt Johnny Hallyday en cage à Medrano\nOh yeah\n\n[Instrumental] \n\nOh yeah\nSi je porte des chemises à fleurs\nC'est que je suis en avance de deux ou trois longueurs\nCe n'est qu'une question de saison\nLes vôtres n'ont encore que des boutons \n\nOh yeah\nJ'ai reçu une lettre de la Présidence\nMe demandant Antoine vous avez du bon sens\nComment faire pour enrichir le pays\nMettez la pilule en vente dans les Monoprix \nOh yeah"
Lettre à France,Michel Polnareff,Il était une fois\nToi et moi\nN'oublie jamais ça\nToi et moi\n\nDepuis que je suis loin de toi\nJe suis comme loin de moi\nEt je pense à toi tout bas\nTu es à six heures de moi\nJe suis à des années de toi\nC'est ça être là-bas\n\nLa différence\nC'est ce silence parfois\nAu fond de moi\n\nTu vis toujours au bord de l'eau\nQuelquefois dans les journaux\nJe te vois sur des photos\nEt moi loin de toi\nJe vis dans une boîte à musique\nÉlectrique et fantastique\nJe vis en chimérique\n\nLa différence\nC'est ce silence parfois\nAu fond de moi\n\nTu n'es pas toujours la plus belle\nEt je te reste infidèle\nMais qui peut dire l'avenir\nDe nos souvenirs\nOui j'ai le mal de toi parfois\nMême si je ne le dis pas\nL'amour c'est fait de ça\n\nIl était une fois \nToi et moi\nN'oublie jamais ça\nToi et moi\n\n[Instrumental]\n\nDepuis que je suis loin de toi\nJe suis comme loin de moi\nEt je pense à toi là-bas\nOui j'ai le mal de toi parfois\nMême si je ne le dis pas\nJe pense à toi tout bas
Lettre à Hélène,Dave,Cette lettre que je t'envoie\nDieu seul sait quand tu la recevras\nAu fin fond de l'hémisphère\nOù les saisons tournent à l'envers \nQuelle idée ma douce Hélène\nDe t'exiler aux îles des Kerguelen \n\nHélène si je t'écris\nAux Kerguelen c'est parce qu'ici\nSans le savoir tu as laissé quelqu'un qui t'aime\nHélène\n\nHélène j'ai froid au cœur\nDe mon côté de l'équateur\nAux antipodes as-tu trouvé quelqu'un qui t'aime\nHélène \n\nMoi et la géographie\nOn est devenus bons amis\nEt je passe des heures entières\nTout seul devant le planisphère\nMais de ton île je ne sais rien\nSinon qu'elle est dans l'océan Indien\n\nHélène si mon appel\nArrive jusqu'à ton archipel\nPar le premier courrier donne-moi des nouvelles\nHélène je t'aime\n\nHélène ça rime à quoi\nDe vivre au sud pour avoir froid\nEt de passer l'été comme en hiver\nHélène je t'aime \n\nHélène si je t'écris\nAux Kerguelen c'est parce qu'ici\nSans le savoir tu as laissé quelqu'un qui t'aime\nHélène \n\nHélène si mon appel\nArrive jusqu'à ton archipel\nPar le premier courrier donne-moi des nouvelles\nHélène je t'aime \n\nHélène si je t'écris\nAux Kerguelen c'est parce qu'ici\nSans le savoir tu as laissé quelqu'un qui t'aime\nHélène
Lettre à une femme,Ninho ,"J'pourrais t'aimer toute ma vie même si tu fais trop mal au crâne\nC'est comme une maladie sans vraiment savoir où j'ai mal\nEt tes copines veulent tout gâcher (gâcher), à chercher mes erreurs\nEt si elles arrivent à trouver (ouais), y aura des cris, des pleurs\nJ'dois faire de toi ma femme, j'en ai vu défiler des centaines\nMoi j'suis un loup du binks, à mes côtés il m'faut une panthère\nQui ressemble à ma mère, à la vie, à la muerte (à la vie, à la muerte)\nOn s'oubliera peut-être par fierté\nLa reine du royaume, c'est toi, ma fille ça s'ra une princesse\nJ'voulais juste la paix moi, et ma bella dans le Classe S\nOh mi amor, c'est que nous deux, fuck le reste (fuck)\nC'est toi la best (ouais), en classe affaire, ici, c'est trop la guerre\n\nÀ toi mon bébé, à toi ma future femme, \nY aura des trucs à respecter si tu veux qu'on y aille\nJusqu'au bout, je sais qu't'as kiffé, j'le vois dans ton sourire (ton sourire), \nJ'te f'rais plus jamais souffrir\nEt tes copines disent que c'est mort un avenir avec NI (avec NI) \nMais c'est p't-être William qui veut construire une famille\nUne putain d'vie d'artiste, une putain d'vie de OG (une putain d'vie de OG), \nJe sais qu'elle m'aime à la folie (oui, hey, hey)\n\nJe sais qu'elle est jalouse, j'dois m'barrer en showcase\nJe dis : ""J'dois faire d'la maille"", elle m'dit : \n""Fais attention quand même car si tu tombes, je tombe aussi (oui)\nNe viens pas gâcher nos projets, j'ai pas qu'ça à faire de ma vie, compris ?"" (oui, oui)\nY a que nous deux dans l'bolide, on s'balade depuis tout à l'heure, \nJ'ai les clés des Portes de Paris, yeah\nBaby mama, de quoi t'as peur ? (ouais) \nJ'ai son cœur dans la poche (poche) mais rien qu'elle brouille les pistes (pistes)\nElle veut qu'j'fasse des efforts ('forts), elle prendra la tête toute ma vie (oui)\nLa reine du royaume, c'est toi, ma fille ça s'ra une princesse\nJ'voulais juste la paix moi, et ma bella dans le Classe S\n\nÀ toi mon bébé, à toi ma future femme, \nY aura des trucs à respecter si tu veux qu'on y aille\nJusqu'au bout, je sais qu't'as kiffé, j'le vois dans ton sourire (ton sourire), \nJ'te f'rais plus jamais souffrir\nEt tes copines disent que c'est mort un avenir avec NI (avec NI) \nMais c'est p't-être William qui veut construire une famille\nUne putain d'vie d'artiste, une putain d'vie de OG (une putain d'vie de OG), \nJe sais qu'elle m'aime à la folie (oui, hey, hey)   (x 3)"
